file_path	sentence	caption	ipa	style
E:/combine/013100.wav	卡尔普陪外孙玩滑梯.	A female speaking Chinese with neutral emotion	['START', 'kʰ', 'a', '|', 'ɚ', '|', 'pʰ', 'u', '|', 'pʰ', 'eɪ', '|', 'w', 'aɪ', '|', 's', 'wən', '|', 'w', 'an', '|', 'x', 'wa', '|', 'tʰ', 'i', '|', '&', 'END']	[0, 0, 3, 0, 3, 0, 0, 3, 0, 0, 2, 0, 0, 4, 0, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0, 1, 0, 0, 0]
E:/combine/013101.wav	假语村言别再拥抱我.	A female speaking Chinese with neutral emotion	['START', 'tɕ', 'ja', '|', 'j', 'u', '|', 'tsʰ', 'wən', '|', 'j', 'an', '|', 'p', 'je', '|', 'ts', 'aɪ', '|', 'j', 'ʊŋ', '|', 'p', 'aʊ', '|', 'w', 'o', '|', '&', 'END']	[0, 0, 3, 0, 0, 3, 0, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0, 4, 0, 0, 1, 0, 0, 4, 0, 0, 3, 0, 0, 0]
E:/combine/013102.wav	宝马配挂跛骡鞍,貂蝉怨枕董翁榻.	A female speaking Chinese with neutral emotion	['START', 'p', 'aʊ', '|', 'm', 'a', '|', 'pʰ', 'eɪ', '|', 'k', 'wa', '|', 'p', 'o', '|', 'l', 'wo', '|', 'an', '|', '&', 't', 'jaʊ', '|', 'ʈʂʰ', 'an', '|', 'j', 'wan', '|', 'ʈʂ', 'ən', '|', 't', 'ʊŋ', '|', 'w', 'əŋ', '|', 'tʰ', 'a', '|', '&', 'END']	[0, 0, 3, 0, 0, 3, 0, 0, 4, 0, 0, 4, 0, 0, 3, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 4, 0, 0, 3, 0, 0, 3, 0, 0, 1, 0, 0, 4, 0, 0, 0]
E:/combine/013103.wav	邓小平与撒切尔会晤.	A female speaking Chinese with neutral emotion	['START', 't', 'əŋ', '|', 'ɕ', 'jaʊ', '|', 'pʰ', 'iŋ', '|', 'j', 'u', '|', 's', 'a', '|', 'tɕʰ', 'je', '|', 'ɚ', '|', 'x', 'weɪ', '|', 'w', 'u', '|', '&', 'END']	[0, 0, 4, 0, 0, 3, 0, 0, 2, 0, 0, 3, 0, 0, 1, 0, 0, 4, 0, 3, 0, 0, 4, 0, 0, 4, 0, 0, 0]
E:/combine/013104.wav	老虎幼崽与宠物犬玩耍.	A female speaking Chinese with neutral emotion	['START', 'l', 'aʊ', '|', 'x', 'u', '|', 'j', 'oʊ', '|', 'ts', 'aɪ', '|', 'j', 'u', '|', 'ʈʂʰ', 'ʊŋ', '|', 'w', 'u', '|', 'tɕʰ', 'wan', '|', 'w', 'an', '|', 'ʂ', 'wa', '|', '&', 'END']	[0, 0, 3, 0, 0, 3, 0, 0, 4, 0, 0, 3, 0, 0, 3, 0, 0, 3, 0, 0, 4, 0, 0, 3, 0, 0, 2, 0, 0, 3, 0, 0, 0]
E:/combine/013105.wav	身长约五尺二寸五分或以上.	A female speaking Chinese with neutral emotion	['START', 'ʂ', 'ən', '|', 'ʈʂʰ', 'ɑŋ', '|', 'j', 'yɛ', '|', 'w', 'u', '|', 'ʈʂʰ', 'i', '|', 'ɚ', '|', 'tsʰ', 'wən', '|', 'w', 'u', '|', 'f', 'ən', '|', 'x', 'wo', '|', 'j', 'i', '|', 'ʂ', 'ɑŋ', '|', '&', 'END']	[0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 3, 0, 0, 3, 0, 4, 0, 0, 4, 0, 0, 3, 0, 0, 1, 0, 0, 4, 0, 0, 3, 0, 0, 4, 0, 0, 0]
E:/combine/013106.wav	赵荻约曹云腾去鬼屋.	A female speaking Chinese with neutral emotion	['START', 'ʈʂ', 'aʊ', '|', 't', 'i', '|', 'j', 'yɛ', '|', 'tsʰ', 'aʊ', '|', 'j', 'wən', '|', 'tʰ', 'əŋ', '|', 'tɕʰ', 'u', '|', 'k', 'weɪ', '|', 'w', 'u', '|', '&', 'END']	[0, 0, 4, 0, 0, 2, 0, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 4, 0, 0, 3, 0, 0, 1, 0, 0, 0]
E:/combine/013107.wav	展品虽有,展员却颓.	A female speaking Chinese with neutral emotion	['START', 'ʈʂ', 'an', '|', 'pʰ', 'in', '|', 's', 'weɪ', '|', 'j', 'oʊ', '|', '&', 'ʈʂ', 'an', '|', 'j', 'wan', '|', 'tɕʰ', 'yɛ', '|', 'tʰ', 'weɪ', '|', '&', 'END']	[0, 0, 3, 0, 0, 3, 0, 0, 1, 0, 0, 3, 0, 0, 0, 3, 0, 0, 2, 0, 0, 4, 0, 0, 2, 0, 0, 0]
E:/combine/013108.wav	以散居儿童和幼托儿童为主.	A female speaking Chinese with neutral emotion	['START', 'j', 'i', '|', 's', 'an', '|', 'tɕ', 'u', '|', 'ɚ', '|', 'tʰ', 'ʊŋ', '|', 'x', 'ɤ', '|', 'j', 'oʊ', '|', 'tʰ', 'wo', '|', 'ɚ', '|', 'tʰ', 'ʊŋ', '|', 'w', 'eɪ', '|', 'ʈʂ', 'u', '|', '&', 'END']	[0, 0, 3, 0, 0, 3, 0, 0, 1, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 4, 0, 0, 1, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 3, 0, 0, 0]
E:/combine/013109.wav	柯特妮身穿豹纹大衣.	A female speaking Chinese with neutral emotion	['START', 'kʰ', 'ɤ', '|', 'tʰ', 'ɤ', '|', 'n', 'i', '|', 'ʂ', 'ən', '|', 'ʈʂʰ', 'wan', '|', 'p', 'aʊ', '|', 'w', 'ən', '|', 't', 'a', '|', 'j', 'i', '|', '&', 'END']	[0, 0, 1, 0, 0, 4, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 4, 0, 0, 2, 0, 0, 4, 0, 0, 1, 0, 0, 0]
